mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_model__dropout_rate,param_model__learning_rate,param_model__num_layers,param_model__units,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_micro,split1_test_f1_micro,split2_test_f1_micro,split3_test_f1_micro,split4_test_f1_micro,mean_test_f1_micro,std_test_f1_micro,rank_test_f1_micro,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
3.191218042373657,0.024838824673263645,0.10040035247802734,0.009667823021848113,10,50,0.0,0.0001,1,64,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__num_layers': 1, 'model__units': 64}",0.7375,0.78125,0.74375,0.8176100628930818,0.8301886792452831,0.782059748427673,0.037507552672177806,328,0.4060706401766004,0.6,0.4026272577996716,0.6068376068376068,0.3741610738255033,0.4779393157278765,0.1030732906074228,38,0.3548853156066594,0.4144444444444444,0.40653286107831565,0.3913554146112286,0.3903757772370911,0.3915187625955478,0.02046632638197877,438,0.3414565826330532,0.43800760642865905,0.39749373433583957,0.4019793072424651,0.3814616755793226,0.3920797812438679,0.03134367251863492,436,0.7375,0.78125,0.74375,0.8176100628930818,0.8301886792452831,0.782059748427673,0.037507552672177806,328,0.6371856718926484,0.6954781335522715,0.7062685331023285,0.6816162189785201,0.6342890954796431,0.6709675306010824,0.029822295617667773,88
3.2248755931854247,0.006538092482670414,0.09660105705261231,0.005572180705872884,10,50,0.0,0.0001,1,128,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__num_layers': 1, 'model__units': 128}",0.74375,0.775,0.7125,0.779874213836478,0.8238993710691824,0.767004716981132,0.0373579876297595,512,0.4422136422136422,0.5691609977324262,0.3443337484433375,0.35626398210290827,0.33055555555555555,0.4085055852095739,0.08929704533974972,579,0.3757186489399928,0.42577777777777776,0.35340417158598975,0.3758515386422363,0.35333874020005407,0.37681817542921014,0.026452544157259294,533,0.3731987962471233,0.45147318186533875,0.33965355805243447,0.36274138583869747,0.3411901345904215,0.3736514113188031,0.04095131255756135,522,0.74375,0.775,0.7125,0.779874213836478,0.8238993710691824,0.767004716981132,0.0373579876297595,512,0.6321987630951033,0.7126993705528188,0.6979172015442613,0.6832787702738742,0.6467710131343768,0.6745730237200869,0.030472573702518796,58
3.2775590896606444,0.013152773157420585,0.10600075721740723,0.012838505876585266,10,50,0.0,0.0001,2,32,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__num_layers': 2, 'model__units': 32}",0.75625,0.7875,0.76875,0.779874213836478,0.8553459119496856,0.7895440251572327,0.03454983412023638,219,0.38924731182795697,0.6022222222222222,0.47979797979797983,0.3681687440076702,0.39957264957264954,0.4478017814856957,0.08598316691500003,203,0.36949035812672176,0.4115555555555555,0.3913157549521186,0.3758515386422363,0.3655041903217086,0.38274347951966814,0.01687576249745547,502,0.35093167701863354,0.43333333333333335,0.38725028058361394,0.3666400213162803,0.3627227910504361,0.38017562066045946,0.029047599489007855,498,0.75625,0.7875,0.76875,0.779874213836478,0.8553459119496856,0.7895440251572327,0.03454983412023638,219,0.6251275369798462,0.6347759989053093,0.6875988914212369,0.6872008097528294,0.6774003160851142,0.6624207106288672,0.02693471205461873,180
3.32605357170105,0.014475863734400733,0.10171732902526856,0.009667989910754614,10,50,0.0,0.0001,2,64,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__num_layers': 2, 'model__units': 64}",0.74375,0.78125,0.75625,0.7924528301886793,0.8301886792452831,0.7807783018867924,0.030168311967887974,354,0.465772669220945,0.5873015873015873,0.42324561403508776,0.5352380952380952,0.3649018145662441,0.47529195607239183,0.07889881998147467,44,0.39285393460294643,0.4284444444444444,0.38580611307884033,0.39597937761952445,0.3903757772370911,0.39869192939656933,0.01524371949979004,357,0.39935064935064934,0.4548368298368299,0.37766830870279144,0.39972691585594805,0.3771043771043771,0.40173741617011915,0.028338648686909593,349,0.74375,0.78125,0.75625,0.7924528301886793,0.8301886792452831,0.7807783018867924,0.030168311967887974,354,0.6229215403152452,0.6596985495347564,0.7176436668579189,0.6977101873368703,0.6701788149770018,0.6736305518043586,0.03254044303529105,68
3.3627634048461914,0.062177930734544105,0.10163278579711914,0.010969572457152363,10,50,0.0,0.0001,2,128,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__num_layers': 2, 'model__units': 128}",0.74375,0.75,0.7375,0.7672955974842768,0.8238993710691824,0.7644889937106919,0.031323832916859,538,0.49441220717816464,0.5121520636226519,0.495920745920746,0.41245210727969356,0.3997017151379567,0.46292776782784256,0.04700673115130211,85,0.4109324469996407,0.4571111111111111,0.41954173772355596,0.385643460306863,0.3879426872127602,0.41223428867078615,0.02594677956977011,182,0.4229360280415029,0.4762210969107521,0.42825311942959,0.3863798181585351,0.3895881895881896,0.420675650425714,0.03252832089400243,135,0.74375,0.75,0.7375,0.7672955974842768,0.8238993710691824,0.7644889937106919,0.031323832916859,538,0.6282798162908486,0.6410699233716476,0.7264567710385194,0.7250275076774465,0.6169587644533483,0.6675585565663621,0.04811753546858367,118
3.4097567081451414,0.02244131358664925,0.10490174293518066,0.012767886184997626,10,50,0.0,0.0001,3,32,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__num_layers': 3, 'model__units': 32}",0.7625,0.78125,0.725,0.779874213836478,0.8553459119496856,0.7807940251572326,0.04244215449276136,348,0.42424242424242425,0.42948717948717946,0.35279642058165545,0.3173558897243108,0.4551282051282051,0.395802023832755,0.05189685875190662,612,0.3713019523296203,0.36133333333333334,0.358913813459268,0.3481324876673714,0.3655041903217086,0.36103715542226034,0.007699963748656449,607,0.3574503657262278,0.3473705021747726,0.3435284747112704,0.32885198365625407,0.36777329610094117,0.3489949244738932,0.013133016510545272,574,0.7625,0.78125,0.725,0.779874213836478,0.8553459119496856,0.7807940251572326,0.04244215449276136,348,0.6207094492511528,0.6547034209085933,0.7286216664342845,0.6842502610862464,0.5513489174263096,0.6479267430213174,0.059908345777958054,385
3.4122596263885496,0.027906460292357074,0.1031984806060791,0.009907793293238187,10,50,0.0,0.0001,3,64,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__num_layers': 3, 'model__units': 64}",0.75,0.75625,0.71875,0.7672955974842768,0.8113207547169812,0.7607232704402516,0.030000183355187757,563,0.47453703703703703,0.4949171199171199,0.40424803014731076,0.34434434434434436,0.37328767123287676,0.41826684053573776,0.05783733829039411,529,0.40194933524973053,0.4122222222222222,0.3955135773317591,0.37068357998590556,0.3830765071640984,0.3926890443907432,0.014504601648651503,427,0.4093798606884426,0.4299976877233025,0.39377289377289376,0.3554753309265945,0.3776068731379478,0.3932465292498363,0.025622144165282804,433,0.75,0.75625,0.71875,0.7672955974842768,0.8113207547169812,0.7607232704402516,0.030000183355187757,563,0.6678889205938586,0.6626822386425836,0.7137442811891729,0.6401903735747064,0.6123961118521662,0.6593803851704976,0.03350972720279685,226
3.6080735683441163,0.05324246962025108,0.11424531936645507,0.01198122507121101,10,50,0.0,0.0001,3,128,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__num_layers': 3, 'model__units': 128}",0.71875,0.71875,0.70625,0.7735849056603774,0.8050314465408805,0.7444732704402515,0.03820777848883054,718,0.42125603864734296,0.4908789386401327,0.4475038151297144,0.38697318007662834,0.3822843822843823,0.42577927095564017,0.04031897868883271,459,0.3881752305665349,0.42133333333333334,0.3979404433949889,0.4009866102889359,0.41524736415247365,0.4047365963472533,0.012003806440885913,282,0.3913653913653914,0.43383643383643383,0.4082875457875457,0.39197080291970804,0.3976190476190476,0.4046158443056253,0.01582245861392314,317,0.71875,0.71875,0.70625,0.7735849056603774,0.8050314465408805,0.7444732704402515,0.03820777848883054,718,0.6252764018768475,0.6333755062944718,0.697996354012898,0.7389408734267975,0.5600211442207244,0.6511220559663478,0.06195427103753692,346
3.1681737899780273,0.006582404785935061,0.10279974937438965,0.009217007920899658,10,50,0.0,0.001,1,32,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.001, 'model__num_layers': 1, 'model__units': 32}",0.74375,0.7375,0.70625,0.7610062893081762,0.779874213836478,0.7456761006289309,0.024615042262109657,713,0.48265261308739565,0.5049382716049383,0.42507002801120447,0.356896551724138,0.3303990610328638,0.41999130509210814,0.06808221230841036,514,0.4290109593963349,0.4433333333333333,0.40576763304036034,0.36809960065774017,0.33630711002973773,0.3965037272915013,0.03941060575647232,386,0.440793734911382,0.4598290598290598,0.406897399139873,0.3597131514918684,0.3331224963103521,0.400071168336507,0.047721744856531495,371,0.74375,0.7375,0.70625,0.7610062893081762,0.779874213836478,0.7456761006289309,0.024615042262109657,713,0.6747185226589424,0.635560782703886,0.7186587891458055,0.6737522994866936,0.6141291175207785,0.6633639023032212,0.03603178652919315,166
3.1568758487701416,0.029223273709348112,0.10054855346679688,0.007228753200270245,10,50,0.0,0.001,1,64,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.001, 'model__num_layers': 1, 'model__units': 64}",0.75,0.75,0.7125,0.7672955974842768,0.7861635220125787,0.753191823899371,0.024340293004273383,628,0.5013708513708514,0.5669505271695052,0.44180052403736614,0.3850837138508371,0.39146704614330513,0.45733453251437295,0.06892731772007538,118,0.4381063600431189,0.44311111111111107,0.42164064891337616,0.37068357998590556,0.3965520826834696,0.4140187565473963,0.027083918486625908,158,0.44989889314601955,0.4722888646552768,0.4273298549703654,0.3693404634581105,0.3886253842775582,0.42149669210146606,0.03800355422935733,125,0.75,0.75,0.7125,0.7672955974842768,0.7861635220125787,0.753191823899371,0.024340293004273383,628,0.6063170691099843,0.6312822933771209,0.7131353381664273,0.6897801802024568,0.5507403038509928,0.6382510369413964,0.05829130513124954,534
3.1845300674438475,0.0476944359245627,0.10089492797851562,0.006210449128071882,10,50,0.0,0.001,1,128,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.001, 'model__num_layers': 1, 'model__units': 128}",0.7375,0.71875,0.7125,0.7735849056603774,0.7924528301886793,0.7469575471698114,0.03114890197075372,692,0.49479467900520535,0.5062446325604221,0.41959972394755,0.4371680329127137,0.3990052500690799,0.4513624636989942,0.042071465641910624,166,0.4560725835429393,0.4493333333333333,0.39540425904062265,0.40318731995598583,0.39898517270780043,0.42059653371613626,0.026416419572903894,92,0.4681333519237401,0.4649799704828168,0.3972515372515373,0.41234567901234565,0.39496402877697845,0.4275349134894837,0.032431539426490005,61,0.7375,0.71875,0.7125,0.7735849056603774,0.7924528301886793,0.7469575471698114,0.03114890197075372,692,0.6316456835345927,0.607645566502463,0.6822465061809567,0.7038077392116561,0.5951238349358537,0.6440938660731045,0.042196849010543346,450
3.248772716522217,0.01940578714845708,0.1034013271331787,0.00854552960336811,10,50,0.0,0.001,2,32,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.001, 'model__num_layers': 2, 'model__units': 32}",0.7375,0.70625,0.675,0.7924528301886793,0.7610062893081762,0.7344418238993712,0.04100831495556286,847,0.48892773892773894,0.45333167989417994,0.4580896686159844,0.40888888888888886,0.3312043795620438,0.42808847117776716,0.0547610429094467,431,0.4560725835429393,0.4244444444444444,0.44193012374830554,0.38101949729856704,0.36361178696945123,0.41341568720074146,0.03545210566931295,168,0.4668933475845809,0.43473094112480304,0.44719010508484197,0.3796296296296296,0.3428710462287105,0.4142630139305131,0.04597687626736433,202,0.7375,0.70625,0.675,0.7924528301886793,0.7610062893081762,0.7344418238993712,0.04100831495556286,847,0.6246769044583839,0.59338995621237,0.6965674439674753,0.720026339028787,0.5870553081961941,0.6443431903726421,0.054259023159951986,446
3.2819815635681153,0.03440163543313638,0.10192956924438476,0.010457004296793115,10,50,0.0,0.001,2,64,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.001, 'model__num_layers': 2, 'model__units': 64}",0.725,0.7125,0.6625,0.7861635220125787,0.8113207547169812,0.739496855345912,0.05329907137144313,782,0.4980392156862745,0.43859135694078627,0.4221710189452124,0.441834451901566,0.42676056338028173,0.4454793213708242,0.027265144344239156,227,0.46864145406635527,0.4046666666666667,0.40489308671126856,0.3784355179704017,0.45228440118951063,0.42178422532084064,0.03341644032655227,84,0.47514319825076806,0.40945779523365733,0.41054131054131054,0.3838529176658673,0.43903665974973277,0.42360637628826725,0.031129900182845796,102,0.725,0.7125,0.6625,0.7861635220125787,0.8113207547169812,0.739496855345912,0.05329907137144313,782,0.6064644532784494,0.660951204159825,0.6963283221239723,0.7245576940497381,0.6201267609576778,0.6616856869139325,0.04456471674174275,194
3.3452024459838867,0.01989793215885973,0.10352849960327148,0.012065498363943298,10,50,0.0,0.001,2,128,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.001, 'model__num_layers': 2, 'model__units': 128}",0.7,0.74375,0.66875,0.7735849056603774,0.779874213836478,0.733191823899371,0.0428410259172391,863,0.4613508597883598,0.5977517985611511,0.42650918635170604,0.3696145124716554,0.35477053140096615,0.44199937771476777,0.08685814047274798,256,0.4395436579231046,0.432,0.40764790764790765,0.3732675593140709,0.40551500405515006,0.4115948257880467,0.023319648808718025,191,0.44429120828837343,0.45401107852720757,0.41427718040621264,0.3663446054750403,0.37333333333333335,0.4104514812060335,0.03572219201115533,241,0.7,0.74375,0.66875,0.7735849056603774,0.779874213836478,0.733191823899371,0.0428410259172391,863,0.6275396895336159,0.5938260810071155,0.7061293044399005,0.6709303666158012,0.5911354838788763,0.6379121850950618,0.04468334968897968,543
3.399520492553711,0.013152815478143858,0.10759902000427246,0.009200163559307192,10,50,0.0,0.001,3,32,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.001, 'model__num_layers': 3, 'model__units': 32}",0.7125,0.70625,0.6625,0.7672955974842768,0.7735849056603774,0.7244261006289309,0.04138073542637725,939,0.43686868686868685,0.5162878787878787,0.4657373737373738,0.4054421768707483,0.34144991698948535,0.43315720665083457,0.058590615076977534,364,0.42157743442328416,0.44399999999999995,0.4206567842931479,0.37068357998590556,0.36847796701811303,0.40507915314409015,0.030174129568466858,272,0.42242612460003764,0.4614321831713137,0.4305313588850174,0.3731884057971014,0.35287659200702676,0.40809093289209936,0.03955039635297433,278,0.7125,0.70625,0.6625,0.7672955974842768,0.7735849056603774,0.7244261006289309,0.04138073542637725,939,0.660086404251823,0.5806305692391899,0.6739054946642525,0.7196668846913644,0.542322855170237,0.6353224416033733,0.0645848509927991,573
3.5402277946472167,0.14394433518004093,0.10960025787353515,0.014401977956689826,10,50,0.0,0.001,3,64,"{'batch_size': 10, 'epochs': 50, 'model__dropout_rate': 0.0, 'model__learning_rate': 0.001, 'model__num_layers': 3, 'model__units': 64}",0.6875,0.71875,0.7,0.7547169811320755,0.7735849056603774,0.7269103773584906,0.032544298478758886,925,0.4454365079365079,0.4932000543995649,0.4891646241830065,0.42423167848699755,0.4139027086788281,0.45318711473698103,0.03267160932652283,147,0.4340340160498264,0.4493333333333333,0.4634220997857361,0.3954353819714897,0.46089379666021996,0.44062372556012114,0.02486728608035755,4,0.43650604641316715,0.46203875250887755,0.4740300916585,0.4025722031771639,0.42725259979872526,0.44047993871128677,0.025369848021501475,15,0.6875,0.71875,0.7,0.7547169811320755,0.7735849056603774,0.7269103773584906,0.032544298478758886,925,0.6095687020395154,0.5897244389709907,0.6781358261498093,0.6781954740033075,0.5961607810556249,0.6303570444438495,0.03955723843033192,635
